Community,Complaints,date,link
Wakefield,2.0,2020-06-01,https://www.massport.com/media/zrodkr3s/june-2020-complaints-for-website.pdf
Watertown,102.0,2020-06-01,https://www.massport.com/media/zrodkr3s/june-2020-complaints-for-website.pdf
West Roxbury,27.0,2020-06-01,https://www.massport.com/media/zrodkr3s/june-2020-complaints-for-website.pdf
Weymouth,10.0,2020-06-01,https://www.massport.com/media/zrodkr3s/june-2020-complaints-for-website.pdf
WIinchester,1.0,2020-06-01,https://www.massport.com/media/zrodkr3s/june-2020-complaints-for-website.pdf
Winchester,1162.0,2020-06-01,https://www.massport.com/media/zrodkr3s/june-2020-complaints-for-website.pdf
Winthrop,43.0,2020-06-01,https://www.massport.com/media/zrodkr3s/june-2020-complaints-for-website.pdf
Woburn,21.0,2020-06-01,https://www.massport.com/media/zrodkr3s/june-2020-complaints-for-website.pdf
Arlington,522.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Belmont,17.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Boston,1.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Brookline,1.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Burlington,2.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Cambridge,9.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Charlestown,1.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Chelsea,7.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Cohasset,21.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Duxbury,16.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
East Boston,5.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Everett,3.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Hull,69.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Jamaica Plain,148.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Malden,531.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Marblehead,84.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Medford,4266.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Melrose,207.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Milton,1959.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Nahant,53.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Needham,5.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Peabody,1.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Quincy,1.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Reading,2.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Revere,8.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Roxbury,8.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Salem,3.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Saugus,1.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Somerville,1083.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
South End,287.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Stoughton,1.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Swampscott,3.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Watertown,79.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
West Roxbury,33.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Westford,9.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Weymouth,10.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Winchester,1064.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Winthrop,26.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Woburn,33.0,2020-07-01,https://www.massport.com/media/3atf0bme/july-2020-complaints-for-website.pdf
Arlington,399.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Belmont,20.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Boston,7.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Braintree,1.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Cambridge,7.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Chelmsford,26.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Chelsea,39.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Cohasset,94.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Dover,1.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Duxbury,3.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
East Boston,5.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Everett,4.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Hull,61.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Hyde Park,42.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Jamaica Plain,612.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Malden,1060.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Marblehead,70.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Medford,5309.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Melrose,231.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Milton,1548.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Nahant,9.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Needham,2.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Newton,9.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Peabody,1.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Revere,3.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Roslindale,128.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Roxbury,205.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Scituate,1.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Somerville,1094.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
South Boston,3.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
South End,97.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Sudbury,2.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Swampscott,9.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Watertown,13.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
West Roxbury,216.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Westford,15.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Weymouth,6.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Winchester,1904.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Winthrop,1240.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Woburn,5.0,2020-08-01,https://www.massport.com/media/yhbmuwlx/august-2020-complaints-for-website.pdf
Allston,1.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Arlington,555.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Belmont,28.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Cambridge,10.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Charlestown,4.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Chelmsford,68.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Chelsea,9.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Cohasset,15.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Duxbury,4.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
East Boston,8.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Everett,2.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Framingham,2.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Gloucester,1.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Hull,40.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Hyde Park,34.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Jamaica Plain,475.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Lynn,2.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Malden,752.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Marblehead,102.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Medford,6108.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Melrose,136.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Milton,1634.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Nahant,3.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Needham,17.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Newton,7.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Peabody,2.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Revere,3.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Roslindale,25.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Roxbury,78.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Somerville,1314.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
South Boston,1.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
South End,30.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Swampscott,1.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Watertown,81.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
West Roxbury,44.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Westford,3.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Weymouth,8.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Winchester,1404.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Winthrop,2404.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Woburn,23.0,2020-09-01,https://www.massport.com/media/qupbr4ix/september-2020-complaints-for-website.pdf
Arlington,854.0,2020-10-01,https://www.massport.com/media/i3dpswcw/october-2020-complaints-for-website.pdf
Belmont,46.0,2020-10-01,https://www.massport.com/media/i3dpswcw/october-2020-complaints-for-website.pdf
Boston,2.0,2020-10-01,https://www.massport.com/media/i3dpswcw/october-2020-complaints-for-website.pdf
Brookline,1.0,2020-10-01,https://www.massport.com/media/i3dpswcw/october-2020-complaints-for-website.pdf
Cambridge,9.0,2020-10-01,https://www.massport.com/media/i3dpswcw/october-2020-complaints-for-website.pdf
Charlestown,2.0,2020-10-01,https://www.massport.com/media/i3dpswcw/october-2020-complaints-for-website.pdf
Chelmsford,13.0,2020-10-01,https://www.massport.com/media/i3dpswcw/october-2020-complaints-for-website.pdf
Cohasset,71.0,2020-10-01,https://www.massport.com/media/i3dpswcw/october-2020-complaints-for-website.pdf
East Boston,5.0,2020-10-01,https://www.massport.com/media/i3dpswcw/october-2020-complaints-for-website.pdf
Everett,1.0,2020-10-01,https://www.massport.com/media/i3dpswcw/october-2020-complaints-for-website.pdf
Hingham,2.0,2020-10-01,https://www.massport.com/media/i3dpswcw/october-2020-complaints-for-website.pdf
Hull,33.0,2020-10-01,https://www.massport.com/media/i3dpswcw/october-2020-complaints-for-website.pdf
Hyde Park,58.0,2020-10-01,https://www.massport.com/media/i3dpswcw/october-2020-complaints-for-website.pdf
Jamaica Plain,694.0,2020-10-01,https://www.massport.com/media/i3dpswcw/october-2020-complaints-for-website.pdf
Littleton,1.0,2020-10-01,https://www.massport.com/media/i3dpswcw/october-2020-complaints-for-website.pdf
