Community,Complaints,date,link
Cambridge,130.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Charlestown,8.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Chelmsford,80.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Chelsea,154.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Cohasset,91.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Dorchester,1.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Duxbury,10.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
East Boston,282.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Everett,1.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Gloucester,1.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Hamilton,10.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Hull,28.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Hyde Park,169.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Jamaica Plain,2020.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Lynn,1.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Lynnfield,1.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Malden,3972.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Marblehead,262.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Medfield,1.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Medford,18054.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Melrose,407.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Millis,1.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Milton,3224.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Nahant,1.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Needham,1.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Newton,18.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Peabody,2.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Revere,16.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Roslindale,385.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Roxbury,647.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Salem,30.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Scituate,210.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Somerville,4391.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
South Boston,18.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
South End,949.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Topsfield,12.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Wakefield,2.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Watertown,510.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Wenham,1.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
West Roxbury,558.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Weymouth,3.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Winchester,1045.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Winthrop,195.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Woburn,82.0,2019-11-01,https://www.massport.com/media/3439/november-2019-complaints-for-the-website.pdf
Arlington,1498.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Belmont,58.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Beverly,1.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Boston,22.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Braintree,17.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Cambridge,107.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Charlestown,6.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Chelmsford,78.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Chelsea,623.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Cohasset,56.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Dorchester,1.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Dover,8.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Duxbury,6.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
East Boston,430.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Everett,6.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Hamilton,7.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Hingham,1.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Hull,45.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Hyde Park,44.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Ipswich,1.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Jamaica Plain,1888.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Lynn,1.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Malden,4483.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Marblehead,240.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Mattapan,1.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Medford,18608.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Melrose,268.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Millis,2.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Milton,3007.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Nahant,1.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Needham,1.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Newton,16.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Norwell,2.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Quincy,2.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Revere,11.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Roslindale,232.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Roxbury,284.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Salem,21.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Scituate,2.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Somerville,4342.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
South Boston,19.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
South End,872.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Stoughton,4.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Topsfield,1.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Watertown,231.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Wenham,92.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
West Roxbury,474.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Westwood,1.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Weymouth,6.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Winchester,1224.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Winthrop,86.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Woburn,83.0,2019-12-01,https://www.massport.com/media/3950/december-2019-complaints-for-the-website.pdf
Arlington,73.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Belmont,32.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Boston,8.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Brookline,1.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Cambridge,61.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Charlestown,3.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Chelsea,6.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Cohasset,12.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Dorchester,3.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
East Boston,3.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Hamilton,2.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Hingham,1.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Hull,33.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Hyde Park,2.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Jamaica Plain,121.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Lynn,10.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Malden,84.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Marblehead,1.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Medford,399.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Millis,5.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Milton,625.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Nahant,3.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Needham,1.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Newton,7.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Peabody,2.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Revere,6.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Roslindale,148.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Roxbury,6.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Saugus,1.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Somerville,371.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
South Boston,46.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
South End,51.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Swampscott,3.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Watertown,19.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Wenham,4.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
West Roxbury,194.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Westwood,13.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Weymouth,18.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Winchester,28.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Winthrop,2.0,2018-01-01,https://www.massport.com/media/2705/january-2018-complaints-for-website.pdf
Arlington,101.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Belmont,66.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Beverly,1.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Boston,12.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Cambridge,87.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Charlestown,5.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Chelsea,8.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Cohasset,15.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Dedham,1.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Dorchester,10.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
East Boston,12.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Everett,1.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Framingham,1.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Hamilton,4.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Hanover,2.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Hingham,5.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Hopkinton,1.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Hull,87.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Hyde Park,6.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Jamaica Plain,184.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Lynn,28.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Malden,106.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Marblehead,1.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Marshfield,4.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Medford,328.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Millis,6.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Milton,948.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Nahant,1.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Needham,1.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Newton,18.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Peabody,3.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Revere,12.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Roslindale,202.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Roxbury,13.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Salem,3.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Saugus,4.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Somerville,168.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
South Boston,63.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
South End,38.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Sudbury,2.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Wakefield,2.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Watertown,20.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Wenham,10.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
West Roxbury,1.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Westwood,11.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Weymouth,7.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Winchester,31.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
Winthrop,9.0,2018-02-01,https://www.massport.com/media/2725/february-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Arlington,96.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Belmont,69.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Boston,2.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Cambridge,88.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Canton,2.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Chelsea,21.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Cohasset,11.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Dorchester,3.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
East Boston,9.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Everett,1.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Framingham,1.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Hull,23.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Jamaica Plain,144.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Lynn,6.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Malden,87.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Marblehead,2.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Medford,259.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Millis,5.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Milton,4203.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Nahant,4.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Needham,4.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Newton,5.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Peabody,1.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Quincy,2.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Revere,1.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Roslindale,91.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Roxbury,2.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Saugus,4.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Somerville,109.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
South Boston,49.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
South End,75.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Sudbury,2.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Watertown,20.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Wenham,4.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
West Roxbury,282.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Westwood,10.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Weymouth,11.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Winchester,88.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Winthrop,1.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
,,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Woburn,1.0,2018-03-01,https://www.massport.com/media/2769/march-2018-complaints-for-website.pdf
Arlington,127.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Ayer,6.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Belmont,99.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Billerica,1.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Boston,5.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Braintree,1.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Burlington,3.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Cambridge,160.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Canton,1.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Chelsea,54.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Cohasset,17.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Dedham,4.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Dorchester,4.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Dover,2.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
East Boston,12.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
East Bridgewater,2.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Everett,1.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Groton,1.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Hamilton,6.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Hingham,1.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Holbrook,1.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Hull,94.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Hyde Park,1.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Ipswich,23.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Jamaica Plain,164.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Lynn,34.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Malden,172.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Manchester,1.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Marblehead,1.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Medford,616.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Millis,9.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Milton,2705.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
Nahant,3.0,2018-04-01,https://www.massport.com/media/2806/april-2018-complaints-for-website.pdf
